Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment1_depth-n_layer_12'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment1_depth_n_layer_12'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 12
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 9.50M
num decayed parameter tensors: 50, with 9,561,088 parameters
num non-decayed parameter tensors: 25, with 6,400 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 5.4077, val loss 5.4077
iter 0: loss 5.4097, time 16332.19ms, mfu -100.00%
iter 10: loss 3.9033, time 10.93ms, mfu 31.92%
iter 20: loss 3.3418, time 11.77ms, mfu 31.69%
iter 30: loss 2.8815, time 11.70ms, mfu 31.50%
iter 40: loss 2.5620, time 11.80ms, mfu 31.31%
iter 50: loss 2.4354, time 11.82ms, mfu 31.13%
iter 60: loss 2.3696, time 11.83ms, mfu 30.97%
iter 70: loss 2.3596, time 11.88ms, mfu 30.81%
iter 80: loss 2.3169, time 11.81ms, mfu 30.68%
iter 90: loss 2.3258, time 11.82ms, mfu 30.57%
iter 100: loss 2.2658, time 11.84ms, mfu 30.46%
iter 110: loss 2.2288, time 11.85ms, mfu 30.36%
iter 120: loss 2.1952, time 11.86ms, mfu 30.26%
iter 130: loss 2.1920, time 11.90ms, mfu 30.17%
iter 140: loss 2.1391, time 11.84ms, mfu 30.10%
iter 150: loss 2.1055, time 11.85ms, mfu 30.04%
iter 160: loss 2.0607, time 11.86ms, mfu 29.97%
iter 170: loss 2.1014, time 11.89ms, mfu 29.91%
iter 180: loss 1.9971, time 12.49ms, mfu 29.71%
iter 190: loss 1.9999, time 11.87ms, mfu 29.68%
iter 200: loss 1.9984, time 11.81ms, mfu 29.67%
iter 210: loss 1.8528, time 11.84ms, mfu 29.65%
iter 220: loss 1.8671, time 11.86ms, mfu 29.63%
