Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment2_width-n_embd_256'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment2_width_n_embd_256'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 6
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 5.4053, val loss 5.4054
iter 0: loss 5.4060, time 9372.64ms, mfu -100.00%
iter 10: loss 4.0944, time 4.53ms, mfu 38.69%
iter 20: loss 3.4587, time 4.36ms, mfu 38.84%
iter 30: loss 2.9137, time 4.28ms, mfu 39.05%
iter 40: loss 2.5971, time 4.48ms, mfu 39.06%
iter 50: loss 2.4090, time 4.51ms, mfu 39.04%
iter 60: loss 2.3515, time 4.32ms, mfu 39.20%
iter 70: loss 2.3516, time 4.46ms, mfu 39.22%
iter 80: loss 2.2799, time 4.65ms, mfu 39.07%
iter 90: loss 2.2988, time 4.36ms, mfu 39.19%
iter 100: loss 2.2861, time 4.63ms, mfu 39.06%
iter 110: loss 2.2323, time 4.63ms, mfu 38.94%
iter 120: loss 2.2207, time 4.45ms, mfu 38.99%
iter 130: loss 2.2040, time 4.37ms, mfu 39.11%
iter 140: loss 2.1798, time 4.70ms, mfu 38.93%
iter 150: loss 2.1308, time 4.64ms, mfu 38.81%
iter 160: loss 2.1155, time 4.59ms, mfu 38.75%
iter 170: loss 2.0440, time 4.47ms, mfu 38.80%
iter 180: loss 2.0125, time 4.74ms, mfu 38.62%
iter 190: loss 1.9692, time 4.50ms, mfu 38.66%
iter 200: loss 1.9307, time 4.48ms, mfu 38.71%
iter 210: loss 1.9291, time 4.64ms, mfu 38.61%
iter 220: loss 1.8692, time 4.51ms, mfu 38.64%
iter 230: loss 1.7987, time 4.52ms, mfu 38.65%
iter 240: loss 1.7618, time 4.37ms, mfu 38.80%
step 250: train loss 1.7029, val loss 1.6997
saving checkpoint to out-experiment2_width-n_embd_256
iter 250: loss 1.6987, time 1448.50ms, mfu 34.93%
iter 260: loss 1.6723, time 4.74ms, mfu 35.14%
iter 270: loss 1.6174, time 4.66ms, mfu 35.39%
iter 280: loss 1.5684, time 4.70ms, mfu 35.58%
iter 290: loss 1.5897, time 4.64ms, mfu 35.81%
iter 300: loss 1.5527, time 4.69ms, mfu 35.96%
iter 310: loss 1.5288, time 4.71ms, mfu 36.09%
iter 320: loss 1.4211, time 4.36ms, mfu 36.50%
iter 330: loss 1.4330, time 4.37ms, mfu 36.86%
iter 340: loss 1.3974, time 4.36ms, mfu 37.20%
iter 350: loss 1.3958, time 4.75ms, mfu 37.17%
iter 360: loss 1.2980, time 4.54ms, mfu 37.32%
iter 370: loss 1.3418, time 4.35ms, mfu 37.62%
iter 380: loss 1.3114, time 4.38ms, mfu 37.86%
iter 390: loss 1.2595, time 4.76ms, mfu 37.76%
iter 400: loss 1.2888, time 4.80ms, mfu 37.64%
iter 410: loss 1.2548, time 4.71ms, mfu 37.60%
iter 420: loss 1.2561, time 4.65ms, mfu 37.61%
iter 430: loss 1.2007, time 4.64ms, mfu 37.63%
iter 440: loss 1.1712, time 4.65ms, mfu 37.64%
iter 450: loss 1.2178, time 4.37ms, mfu 37.89%
iter 460: loss 1.2111, time 4.65ms, mfu 37.87%
iter 470: loss 1.1865, time 4.77ms, mfu 37.76%
iter 480: loss 1.1566, time 4.72ms, mfu 37.70%
iter 490: loss 1.1345, time 4.38ms, mfu 37.93%
step 500: train loss 1.1252, val loss 1.1255
saving checkpoint to out-experiment2_width-n_embd_256
iter 500: loss 1.1564, time 1814.92ms, mfu 34.15%
iter 510: loss 1.1242, time 4.57ms, mfu 34.57%
iter 520: loss 1.0690, time 4.32ms, mfu 35.18%
iter 530: loss 1.0741, time 4.39ms, mfu 35.66%
iter 540: loss 1.1118, time 4.52ms, mfu 35.97%
iter 550: loss 1.0684, time 4.21ms, mfu 36.54%
iter 560: loss 1.0549, time 4.41ms, mfu 36.87%
iter 570: loss 1.0285, time 4.48ms, mfu 37.10%
iter 580: loss 1.0926, time 4.74ms, mfu 37.09%
iter 590: loss 1.0386, time 4.49ms, mfu 37.28%
iter 600: loss 1.0312, time 4.31ms, mfu 37.62%
iter 610: loss 1.0391, time 4.51ms, mfu 37.75%
iter 620: loss 0.9861, time 4.63ms, mfu 37.76%
iter 630: loss 1.0640, time 4.52ms, mfu 37.87%
iter 640: loss 1.0205, time 4.69ms, mfu 37.82%
iter 650: loss 1.0260, time 4.40ms, mfu 38.03%
