Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment2_width-n_embd_128'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment2_width_n_embd_128'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 6
n_head = 8
n_embd = 128
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 1.21M
num decayed parameter tensors: 26, with 1,241,600 parameters
num non-decayed parameter tensors: 13, with 1,664 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 5.4497, val loss 5.4493
iter 0: loss 5.4482, time 11242.71ms, mfu -100.00%
iter 10: loss 4.7515, time 4.31ms, mfu 11.72%
iter 20: loss 4.4314, time 4.42ms, mfu 11.69%
iter 30: loss 3.9461, time 4.34ms, mfu 11.69%
iter 40: loss 3.4777, time 4.52ms, mfu 11.64%
iter 50: loss 3.0457, time 4.42ms, mfu 11.62%
iter 60: loss 2.7428, time 4.62ms, mfu 11.55%
iter 70: loss 2.6056, time 4.56ms, mfu 11.50%
iter 80: loss 2.4712, time 4.39ms, mfu 11.50%
iter 90: loss 2.4142, time 4.46ms, mfu 11.48%
iter 100: loss 2.3622, time 4.40ms, mfu 11.48%
iter 110: loss 2.3733, time 4.47ms, mfu 11.47%
iter 120: loss 2.3297, time 4.48ms, mfu 11.45%
iter 130: loss 2.3093, time 4.49ms, mfu 11.43%
iter 140: loss 2.2943, time 4.46ms, mfu 11.42%
iter 150: loss 2.2812, time 4.45ms, mfu 11.41%
iter 160: loss 2.2623, time 4.57ms, mfu 11.37%
iter 170: loss 2.2117, time 4.62ms, mfu 11.33%
iter 180: loss 2.1991, time 4.54ms, mfu 11.31%
iter 190: loss 2.1795, time 4.48ms, mfu 11.31%
iter 200: loss 2.1372, time 4.26ms, mfu 11.36%
iter 210: loss 2.1213, time 4.29ms, mfu 11.40%
iter 220: loss 2.1283, time 4.57ms, mfu 11.37%
iter 230: loss 2.0867, time 4.46ms, mfu 11.37%
iter 240: loss 2.0753, time 4.46ms, mfu 11.36%
step 250: train loss 2.0566, val loss 2.0571
saving checkpoint to out-experiment2_width-n_embd_128
iter 250: loss 2.0537, time 969.06ms, mfu 10.23%
iter 260: loss 2.0118, time 4.56ms, mfu 10.32%
iter 270: loss 1.9998, time 4.66ms, mfu 10.37%
iter 280: loss 1.9571, time 4.53ms, mfu 10.45%
iter 290: loss 1.9295, time 4.59ms, mfu 10.50%
iter 300: loss 1.9074, time 4.56ms, mfu 10.56%
iter 310: loss 1.8680, time 4.43ms, mfu 10.65%
iter 320: loss 1.8488, time 4.25ms, mfu 10.77%
iter 330: loss 1.8521, time 4.21ms, mfu 10.89%
iter 340: loss 1.7450, time 4.55ms, mfu 10.91%
iter 350: loss 1.7537, time 4.43ms, mfu 10.96%
iter 360: loss 1.7162, time 4.62ms, mfu 10.96%
iter 370: loss 1.6950, time 4.36ms, mfu 11.02%
iter 380: loss 1.6650, time 4.57ms, mfu 11.03%
iter 390: loss 1.6504, time 4.59ms, mfu 11.03%
iter 400: loss 1.6406, time 4.53ms, mfu 11.04%
iter 410: loss 1.6023, time 4.54ms, mfu 11.05%
iter 420: loss 1.5916, time 4.22ms, mfu 11.14%
iter 430: loss 1.4982, time 4.20ms, mfu 11.23%
iter 440: loss 1.5327, time 4.20ms, mfu 11.31%
iter 450: loss 1.5094, time 4.67ms, mfu 11.26%
iter 460: loss 1.4903, time 4.43ms, mfu 11.27%
iter 470: loss 1.4321, time 4.53ms, mfu 11.26%
iter 480: loss 1.4337, time 4.52ms, mfu 11.25%
iter 490: loss 1.4631, time 4.55ms, mfu 11.24%
step 500: train loss 1.4119, val loss 1.4099
saving checkpoint to out-experiment2_width-n_embd_128
iter 500: loss 1.4392, time 1056.47ms, mfu 10.12%
iter 510: loss 1.4392, time 4.70ms, mfu 10.19%
iter 520: loss 1.3521, time 4.27ms, mfu 10.35%
iter 530: loss 1.3423, time 4.32ms, mfu 10.49%
iter 540: loss 1.3934, time 4.46ms, mfu 10.57%
iter 550: loss 1.3468, time 4.57ms, mfu 10.62%
iter 560: loss 1.3413, time 4.32ms, mfu 10.73%
iter 570: loss 1.3228, time 4.46ms, mfu 10.79%
iter 580: loss 1.3441, time 4.24ms, mfu 10.90%
iter 590: loss 1.2933, time 4.62ms, mfu 10.90%
iter 600: loss 1.3078, time 4.43ms, mfu 10.95%
iter 610: loss 1.2747, time 4.54ms, mfu 10.97%
iter 620: loss 1.2863, time 4.57ms, mfu 10.98%
iter 630: loss 1.2625, time 4.64ms, mfu 10.97%
iter 640: loss 1.2461, time 4.65ms, mfu 10.96%
iter 650: loss 1.2373, time 4.66ms, mfu 10.95%
iter 660: loss 1.2059, time 4.76ms, mfu 10.91%
iter 670: loss 1.1929, time 4.33ms, mfu 10.99%
iter 680: loss 1.2170, time 4.45ms, mfu 11.02%
