Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment3_heads-n_head_8'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment3_heads_n_head_8'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 6
n_head = 8
n_embd = 256
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 5.4053, val loss 5.4054
iter 0: loss 5.4060, time 2830.58ms, mfu -100.00%
iter 10: loss 4.0945, time 6.02ms, mfu 29.13%
iter 20: loss 3.4587, time 4.56ms, mfu 30.06%
iter 30: loss 2.9138, time 4.66ms, mfu 30.82%
iter 40: loss 2.6004, time 4.66ms, mfu 31.51%
iter 50: loss 2.4076, time 4.91ms, mfu 31.93%
iter 60: loss 2.3629, time 4.48ms, mfu 32.65%
iter 70: loss 2.3430, time 4.53ms, mfu 33.26%
iter 80: loss 2.2796, time 4.63ms, mfu 33.72%
iter 90: loss 2.2882, time 4.56ms, mfu 34.19%
iter 100: loss 2.3226, time 4.48ms, mfu 34.69%
iter 110: loss 2.2676, time 4.49ms, mfu 35.13%
iter 120: loss 2.2070, time 4.50ms, mfu 35.51%
iter 130: loss 2.2176, time 4.49ms, mfu 35.86%
iter 140: loss 2.1765, time 4.38ms, mfu 36.28%
iter 150: loss 2.1428, time 4.40ms, mfu 36.64%
iter 160: loss 2.1143, time 4.49ms, mfu 36.89%
iter 170: loss 2.0575, time 4.52ms, mfu 37.08%
iter 180: loss 2.0098, time 4.44ms, mfu 37.32%
iter 190: loss 2.0184, time 4.46ms, mfu 37.52%
iter 200: loss 1.9760, time 4.44ms, mfu 37.72%
iter 210: loss 1.9197, time 4.38ms, mfu 37.95%
iter 220: loss 1.8726, time 4.23ms, mfu 38.30%
iter 230: loss 1.8076, time 4.42ms, mfu 38.44%
iter 240: loss 1.7520, time 4.22ms, mfu 38.75%
step 250: train loss 1.7201, val loss 1.7166
saving checkpoint to out-experiment3_heads-n_head_8
iter 250: loss 1.7135, time 1446.88ms, mfu 34.89%
iter 260: loss 1.7177, time 4.65ms, mfu 35.17%
iter 270: loss 1.6263, time 4.53ms, mfu 35.53%
iter 280: loss 1.5835, time 4.70ms, mfu 35.71%
iter 290: loss 1.6117, time 4.44ms, mfu 36.08%
iter 300: loss 1.5575, time 4.51ms, mfu 36.36%
iter 310: loss 1.5112, time 4.43ms, mfu 36.69%
iter 320: loss 1.4300, time 4.49ms, mfu 36.92%
iter 330: loss 1.4284, time 4.22ms, mfu 37.38%
iter 340: loss 1.4050, time 4.66ms, mfu 37.41%
iter 350: loss 1.3985, time 4.48ms, mfu 37.59%
iter 360: loss 1.2960, time 4.56ms, mfu 37.67%
iter 370: loss 1.3539, time 4.44ms, mfu 37.85%
iter 380: loss 1.3076, time 4.55ms, mfu 37.93%
iter 390: loss 1.2702, time 4.45ms, mfu 38.08%
iter 400: loss 1.2954, time 4.53ms, mfu 38.14%
iter 410: loss 1.2623, time 4.26ms, mfu 38.45%
iter 420: loss 1.2598, time 4.51ms, mfu 38.49%
iter 430: loss 1.1784, time 4.68ms, mfu 38.39%
iter 440: loss 1.1664, time 4.42ms, mfu 38.52%
iter 450: loss 1.2168, time 4.48ms, mfu 38.58%
iter 460: loss 1.1983, time 4.22ms, mfu 38.88%
iter 470: loss 1.1860, time 4.55ms, mfu 38.85%
iter 480: loss 1.1515, time 4.21ms, mfu 39.14%
iter 490: loss 1.1224, time 4.46ms, mfu 39.15%
step 500: train loss 1.1286, val loss 1.1289
saving checkpoint to out-experiment3_heads-n_head_8
iter 500: loss 1.1622, time 1820.70ms, mfu 35.25%
iter 510: loss 1.1270, time 4.47ms, mfu 35.65%
iter 520: loss 1.0739, time 4.66ms, mfu 35.85%
iter 530: loss 1.0801, time 4.35ms, mfu 36.30%
iter 540: loss 1.1069, time 4.54ms, mfu 36.53%
iter 550: loss 1.0692, time 4.36ms, mfu 36.90%
iter 560: loss 1.0492, time 4.64ms, mfu 36.98%
iter 570: loss 1.0287, time 4.25ms, mfu 37.41%
iter 580: loss 1.0958, time 4.46ms, mfu 37.60%
iter 590: loss 1.0444, time 4.29ms, mfu 37.93%
iter 600: loss 1.0268, time 4.51ms, mfu 38.03%
iter 610: loss 1.0436, time 4.53ms, mfu 38.10%
iter 620: loss 0.9917, time 4.66ms, mfu 38.05%
iter 630: loss 1.0527, time 4.27ms, mfu 38.36%
iter 640: loss 1.0237, time 4.58ms, mfu 38.35%
iter 650: loss 1.0287, time 4.41ms, mfu 38.50%
