Overriding config with config/train_tinystories.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-experiment3_heads-n_head_32'
eval_interval = 250
eval_iters = 200
log_interval = 10

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False
wandb_project = 'tinystories'
wandb_run_name = 'experiment3_heads_n_head_32'

dataset = 'tinystories'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256

# baby GPT model :)
n_layer = 6
n_head = 32
n_embd = 256
dropout = 0.0

learning_rate = 0.001
max_iters = 5000
lr_decay_iters = 5000
min_lr = 0.0001
beta2 = 0.99

warmup_iters = 100

device = 'cuda:1'

tokens per iteration will be: 16,384
found vocab_size = 228 (inside data/tinystories/meta.pkl)
Initializing a new model from scratch
number of parameters: 4.78M
num decayed parameter tensors: 26, with 4,842,496 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 5.4064, val loss 5.4065
iter 0: loss 5.4070, time 9491.77ms, mfu -100.00%
iter 10: loss 4.0944, time 4.50ms, mfu 38.95%
iter 20: loss 3.4591, time 4.46ms, mfu 38.98%
iter 30: loss 2.9138, time 4.49ms, mfu 38.99%
iter 40: loss 2.6011, time 4.67ms, mfu 38.85%
iter 50: loss 2.4076, time 5.36ms, mfu 38.23%
iter 60: loss 2.3577, time 5.51ms, mfu 37.59%
iter 70: loss 2.3446, time 4.53ms, mfu 37.70%
iter 80: loss 2.2773, time 5.08ms, mfu 37.38%
iter 90: loss 2.2982, time 7.44ms, mfu 36.00%
iter 100: loss 2.2964, time 7.38ms, mfu 34.78%
iter 110: loss 2.2461, time 7.05ms, mfu 33.79%
iter 120: loss 2.2149, time 7.55ms, mfu 32.73%
iter 130: loss 2.2067, time 7.49ms, mfu 31.80%
iter 140: loss 2.1716, time 7.52ms, mfu 30.95%
iter 150: loss 2.1274, time 7.52ms, mfu 30.19%
iter 160: loss 2.1156, time 7.33ms, mfu 29.56%
iter 170: loss 2.0389, time 7.56ms, mfu 28.93%
iter 180: loss 1.9886, time 6.54ms, mfu 28.72%
iter 190: loss 1.9632, time 7.51ms, mfu 28.18%
iter 200: loss 1.9071, time 6.81ms, mfu 27.94%
iter 210: loss 1.8783, time 7.56ms, mfu 27.47%
iter 220: loss 1.8572, time 7.54ms, mfu 27.04%
iter 230: loss 1.7676, time 6.83ms, mfu 26.91%
iter 240: loss 1.7344, time 7.56ms, mfu 26.54%
step 250: train loss 1.6865, val loss 1.6832
saving checkpoint to out-experiment3_heads-n_head_32
iter 250: loss 1.6857, time 1596.66ms, mfu 23.90%
iter 260: loss 1.6383, time 4.65ms, mfu 25.27%
iter 270: loss 1.5985, time 4.75ms, mfu 26.44%
iter 280: loss 1.5348, time 6.87ms, mfu 26.35%
iter 290: loss 1.5590, time 6.82ms, mfu 26.29%
iter 300: loss 1.5291, time 7.58ms, mfu 25.97%
iter 310: loss 1.4800, time 7.61ms, mfu 25.68%
iter 320: loss 1.3932, time 7.50ms, mfu 25.45%
iter 330: loss 1.4005, time 7.09ms, mfu 25.38%
iter 340: loss 1.3758, time 7.61ms, mfu 25.15%
iter 350: loss 1.3730, time 7.43ms, mfu 24.99%
iter 360: loss 1.2800, time 7.59ms, mfu 24.80%
iter 370: loss 1.3173, time 7.52ms, mfu 24.66%
iter 380: loss 1.2883, time 6.62ms, mfu 24.84%
iter 390: loss 1.2406, time 7.45ms, mfu 24.71%
iter 400: loss 1.2533, time 7.61ms, mfu 24.54%
iter 410: loss 1.2265, time 7.54ms, mfu 24.42%
iter 420: loss 1.2254, time 6.82ms, mfu 24.54%
iter 430: loss 1.1579, time 7.56ms, mfu 24.41%
iter 440: loss 1.1436, time 7.56ms, mfu 24.29%
iter 450: loss 1.1945, time 7.26ms, mfu 24.28%
iter 460: loss 1.1846, time 6.13ms, mfu 24.71%
iter 470: loss 1.1562, time 6.44ms, mfu 24.97%
iter 480: loss 1.1352, time 5.64ms, mfu 25.58%
iter 490: loss 1.1057, time 6.89ms, mfu 25.57%
step 500: train loss 1.1086, val loss 1.1090
saving checkpoint to out-experiment3_heads-n_head_32
iter 500: loss 1.1394, time 1914.17ms, mfu 23.02%
iter 510: loss 1.0973, time 4.67ms, mfu 24.48%
iter 520: loss 1.0580, time 4.63ms, mfu 25.81%
iter 530: loss 1.0608, time 4.54ms, mfu 27.10%
iter 540: loss 1.0898, time 4.68ms, mfu 28.13%
iter 550: loss 1.0573, time 6.15ms, mfu 28.17%
iter 560: loss 1.0276, time 4.97ms, mfu 28.88%
iter 570: loss 1.0191, time 4.35ms, mfu 30.03%
iter 580: loss 1.0778, time 4.60ms, mfu 30.84%
iter 590: loss 1.0291, time 4.68ms, mfu 31.50%
iter 600: loss 1.0219, time 6.89ms, mfu 30.89%
iter 610: loss 1.0290, time 4.72ms, mfu 31.52%
iter 620: loss 0.9748, time 4.51ms, mfu 32.26%
iter 630: loss 1.0498, time 4.66ms, mfu 32.79%
iter 640: loss 1.0046, time 6.44ms, mfu 32.24%
iter 650: loss 1.0276, time 6.12ms, mfu 31.88%
